City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Verkhnyaya Inta,80,RU,1585509027,94,65.98,60.31,20.97,15.5
Cockburn Town,0,TC,1585509027,77,21.46,-71.14,78.39,15.9
Merauke,98,ID,1585508743,88,-8.47,140.33,78.91,3.49
Olinda,75,BR,1585509027,79,-8.01,-34.86,84.2,10.29
Ozernovskiy,100,RU,1585509028,91,51.5,156.52,27.75,18.48
Bengkulu,100,ID,1585508876,82,-3.8,102.27,76.53,9.82
Enschede,76,NL,1585509028,47,52.22,6.9,39.0,12.75
Vanimo,88,PG,1585509028,83,-2.67,141.3,79.3,9.64
Wajir,93,KE,1585509028,55,1.75,40.06,89.6,6.98
Lagos,40,NG,1585509028,79,6.58,3.75,84.2,8.05
Esim,20,GH,1585509028,78,4.87,-2.24,82.71,8.37
Santa Ana,75,US,1585509028,55,33.75,-117.87,66.2,9.17
Yaan,84,NG,1585509029,51,7.38,8.57,89.8,9.55
Portland,75,US,1585509029,76,45.52,-122.68,54.0,13.87
Praia da Vitória,40,PT,1585509029,77,38.73,-27.07,59.0,26.69
Tommot,97,RU,1585509029,91,58.96,126.29,19.96,7.11
Byron Bay,8,AU,1585509029,100,-28.65,153.62,66.0,3.47
Mersing,1,MY,1585509029,83,2.43,103.84,80.6,3.36
Port Lincoln,44,AU,1585509029,69,-34.73,135.87,61.43,9.42
Hīt,20,IQ,1585509029,41,33.64,42.83,66.13,3.91
Malbork,20,PL,1585509029,88,54.04,19.03,36.0,13.87
Matola,0,MZ,1585509029,73,-25.96,32.46,77.0,10.29
Boyolangu,100,ID,1585509030,86,-8.12,111.89,76.17,0.89
Atherton,90,GB,1585509030,56,53.52,-2.49,43.0,16.11
Nhulunbuy,66,AU,1585509030,88,-12.23,136.77,78.8,12.08
Channel-Port aux Basques,0,CA,1585509030,94,47.57,-59.14,31.68,11.21
Baghdad,2,IQ,1585508886,40,33.34,44.4,65.82,6.46
Hūn,73,LY,1585509031,28,29.13,15.95,72.16,14.12
Kumluca,20,TR,1585509031,59,36.37,30.29,56.59,9.62
Batagay-Alyta,35,RU,1585509031,77,67.8,130.41,-9.49,2.57
Salalah,75,OM,1585508764,78,17.02,54.09,80.6,10.29
Lianzhou,95,CN,1585509031,82,24.78,112.38,52.83,4.45
Yumen,100,CN,1585509031,28,40.28,97.2,43.61,4.97
Tubualá,40,PA,1585509032,46,9.52,-79.03,91.99,12.75
Marmari,33,GR,1585509032,81,38.05,24.32,55.99,3.36
Sānchor,0,IN,1585509032,19,24.76,71.77,81.63,9.73
Baksheyevo,100,RU,1585509032,61,55.71,39.88,48.72,7.0
Pizarro,63,CO,1585509032,84,4.95,-77.37,80.22,10.29
Great Falls,1,US,1585508824,27,47.5,-111.3,55.0,21.92
Kilindoni,24,TZ,1585509033,76,-7.91,39.67,83.79,12.95
Mareeba,75,AU,1585509033,94,-17.0,145.43,75.2,14.99
Constitución,37,CL,1585509033,51,-35.33,-72.42,67.17,14.85
Paamiut,100,GL,1585509033,98,61.99,-49.67,31.66,20.8
Kolokani,100,ML,1585509033,19,13.57,-8.03,86.14,1.66
Biograd na Moru,0,HR,1585509033,71,43.94,15.45,55.99,4.7
San Luis,50,AR,1585509033,30,-33.3,-66.34,81.39,2.1
Dingle,48,PH,1585508915,80,11.0,122.67,77.76,8.7
Fichē,15,ET,1585509033,25,9.8,38.73,59.81,6.26
Richards Bay,13,ZA,1585509033,81,-28.78,32.04,75.13,5.03
Sātkhira,20,BD,1585509033,66,22.72,89.1,84.2,4.7
Dhidhdhoo,4,MV,1585509034,63,6.88,73.1,83.89,2.04
Vanavara,83,RU,1585509034,93,60.34,102.28,17.56,8.48
Kieta,94,PG,1585509034,76,-6.22,155.63,79.66,2.66
Copiapó,77,CL,1585508759,60,-27.37,-70.33,69.8,10.29
Presidencia Roque Sáenz Peña,26,AR,1585509034,45,-26.79,-60.44,91.38,3.24
Mehrān,40,IR,1585509034,76,33.12,46.16,48.2,4.7
Kawhia,1,NZ,1585509035,87,-38.07,174.82,57.0,7.0
Shelburne,85,CA,1585508894,100,44.08,-80.2,64.99,8.05
São Raimundo Nonato,42,BR,1585509035,62,-9.02,-42.7,85.26,7.54
Almaznyy,20,RU,1585509035,40,48.04,40.05,53.6,11.18
Husavik,75,IS,1585509035,84,66.04,-17.34,46.4,24.16
Tumut,100,AU,1585509036,78,-35.3,148.22,63.0,2.62
Dicabisagan,84,PH,1585509036,80,17.08,122.42,76.93,3.13
Bara,51,NG,1585509036,13,10.37,10.73,90.45,1.9
Yarensk,99,RU,1585509036,93,62.17,49.09,26.69,4.0
Anan,75,JP,1585509036,66,33.92,134.65,48.2,9.17
Cabo San Lucas,40,MX,1585509036,60,22.89,-109.91,78.8,9.17
Omboué,50,GA,1585508976,85,-1.57,9.26,81.77,6.42
Kudahuvadhoo,91,MV,1585509037,68,2.67,72.89,83.62,7.74
Dalvik,75,IS,1585509037,77,65.97,-18.53,46.4,24.16
Samarai,96,PG,1585509037,86,-10.62,150.67,79.21,7.99
Stony Plain,90,CA,1585509037,79,53.53,-114.0,27.0,8.05
Arlit,74,NE,1585509037,14,18.74,7.39,91.11,3.85
Kuala Sungai Baru,20,MY,1585509037,78,2.36,102.04,80.6,3.36
Egvekinot,86,RU,1585509038,90,66.32,-179.17,-1.03,5.21
Kiryat Gat,40,IL,1585509038,55,31.61,34.76,64.4,6.93
Nova Olinda do Norte,35,BR,1585509038,58,-3.89,-59.09,91.54,4.52
Kawalu,100,ID,1585509038,81,-7.38,108.21,74.61,1.25
Erenhot,23,CN,1585509038,37,43.65,111.98,40.17,12.97
Ürümqi,43,CN,1585509038,55,43.8,87.6,35.6,2.24
Bagé,20,BR,1585508747,48,-31.33,-54.11,86.0,8.05
Port Macquarie,37,AU,1585509038,100,-31.43,152.92,60.8,3.36
Mocuba,23,MZ,1585509038,92,-16.84,36.99,71.08,3.85
Vao,73,NC,1585509039,77,-22.67,167.48,74.89,22.21
Casino,1,AU,1585509039,100,-28.87,153.05,64.0,3.36
Binzhou,0,CN,1585509039,54,37.37,118.02,48.99,6.73
Bull Savanna,6,JM,1585509039,52,17.89,-77.59,83.37,17.18
Mawlaik,0,MM,1585508901,30,23.63,94.42,76.8,2.8
Tilichiki,100,RU,1585509039,98,60.47,166.1,29.16,12.21
Berea,90,US,1585508914,48,41.37,-81.85,69.8,28.86
Tautira,84,PF,1585509039,58,-17.73,-149.15,87.8,6.93
Nelson Bay,40,AU,1585509039,93,-32.72,152.15,66.99,10.51
Umm Kaddadah,1,SD,1585509039,11,13.6,26.69,84.45,15.39
Buraidah,40,SA,1585509040,77,26.33,43.98,64.4,12.75
Gautier,1,US,1585509040,51,30.39,-88.61,86.0,3.09
Bubaque,15,GW,1585509040,67,11.28,-15.83,81.1,16.69
Khasan,0,RU,1585509040,80,42.43,130.64,37.22,3.78
Banyo,99,CM,1585509040,38,6.75,11.82,78.67,3.36
Spokane,90,US,1585508918,70,47.62,-117.37,50.0,17.22
Skibbereen,20,IE,1585509040,55,51.55,-9.27,39.2,14.99
Hambantota,40,LK,1585509040,88,6.12,81.12,82.4,1.12
Batagay,100,RU,1585509040,90,67.63,134.63,1.49,2.68
Grindavik,75,IS,1585509041,93,63.84,-22.43,42.8,19.46
Nishihara,75,JP,1585509041,82,26.18,127.76,68.0,5.82
Trelew,0,AR,1585509041,24,-43.25,-65.31,69.71,8.16
Tlacotepec (San Mateo),72,MX,1585509041,44,20.07,-97.87,75.63,7.92
Fairview,90,US,1585508798,100,40.81,-74.0,50.0,12.75
Ulladulla,40,AU,1585508990,72,-35.35,150.47,68.0,10.29
Basco,100,PH,1585509041,86,20.45,121.97,77.04,18.57
Jiaozuo,75,CN,1585509042,75,35.24,113.23,41.85,2.77
Ubari,85,LY,1585509042,33,26.59,12.78,76.71,3.09
Payo,100,ID,1585509042,89,-3.75,103.64,74.88,1.74
Warrnambool,39,AU,1585509042,95,-38.38,142.48,54.0,12.93
Camargo,56,MX,1585509043,13,27.67,-105.17,71.17,4.97
Juegang,100,CN,1585509043,94,32.32,121.19,45.0,7.83
Santa Eulalia,81,PE,1585509043,69,-11.85,-76.68,77.0,5.82
Puerto Carreño,40,CO,1585509043,30,6.19,-67.49,98.6,16.11
Babstovo,7,RU,1585509043,73,48.12,132.48,36.39,10.6
Idah,88,NG,1585509043,54,7.11,6.73,90.41,5.7
Leningradskiy,99,RU,1585508917,82,69.38,178.42,16.3,9.1
Grand Forks,1,US,1585508832,86,47.93,-97.03,44.6,13.87
Mossamedes,42,AO,1585509043,75,-15.2,12.15,72.64,8.57
Flinders,40,AU,1585508745,72,-34.58,150.86,68.0,10.29
Saint-Max,97,FR,1585509044,60,48.7,6.21,41.0,12.75
Charters Towers,3,AU,1585509044,86,-20.1,146.27,68.54,5.95
Aromashevo,100,RU,1585509044,92,56.86,68.64,34.83,10.87
Istok,20,XK,1585509044,46,42.78,20.49,50.0,9.17
Saint-Augustin,0,CA,1585509044,93,51.23,-58.65,31.21,7.72
Antalaha,91,MG,1585509044,88,-14.9,50.28,78.3,6.06
Coahuayana Viejo,5,MX,1585509044,32,18.73,-103.68,84.2,11.41
Teya,91,RU,1585509044,94,60.38,92.63,23.5,7.56
Nemuro,11,JP,1585509044,88,43.32,145.57,32.76,6.89
Pemangkat,92,ID,1585509045,85,1.17,108.97,78.39,6.69
Sterlibashevo,100,RU,1585509045,89,53.44,55.26,34.14,10.16
Fort Frances,1,CA,1585509045,23,48.6,-93.4,48.2,16.11
Uvinza,69,TZ,1585508945,67,-5.1,30.39,67.17,1.86
Ojinaga,1,MX,1585509045,13,29.57,-104.42,75.2,8.05
Babati,72,TZ,1585509045,55,-4.22,35.75,66.2,1.3
Te Anau,16,NZ,1585509045,71,-45.42,167.72,46.35,1.03
East Millcreek,75,US,1585509045,57,40.7,-111.81,52.0,11.41
Snåase,40,NO,1585509045,92,64.25,12.38,30.2,4.7
Atakent,54,KZ,1585509045,37,40.85,68.51,57.47,7.63
Batemans Bay,100,AU,1585509045,94,-35.72,150.18,64.0,3.0
Sioux City,1,US,1585509045,53,42.5,-96.4,54.0,24.16
Havelock,75,US,1585508892,61,34.88,-76.9,89.01,17.22
